tail,head,edge_weight,edge_type
Q9NXR1,O14980,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q8WW24,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q8IWL3,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
Q9NXR1,Q08379,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q96KA5,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR1,Q9BTA9,2.80E-01,MI:0018 (two hybrid)
Q9NXR1,Q86W34,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9NXR1,Q70YC4,4.74E-01,SPIKE
Q9NXR1,Q70YC5,7.50E-01,MI:0018 (two hybrid)|MI:0416 (fluorescence microscopy)|MI:0007 (anti tag coimmunoprecipitation)
Q00537,P05067,7.50E-01,MI:0089 (protein array)|MI:0096 (pull down)
Q00537,O94921,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,Q9NPE3,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00537,P61981,7.50E-01,MI:0019 (coimmunoprecipitation)|MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
Q00537,P29317,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
Q00537,Q06190,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,P31946,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q00537,P49366,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,P04406,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00537,O95758,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
Q00537,P62714,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00537,O95817,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,Q8IWZ8,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,Q9C005,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q00537,P63151,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00537,Q96CW5,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,P27348,4.92E-01,MI:0096 (pull down)
Q00537,P06493,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,Q00536,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,P06454,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00537,P22612,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
Q00537,P63104,7.50E-01,MI:0096 (pull down)|SPIKE
Q00537,Q16537,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,P61962,5.64E-01,MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
Q00537,Q96T76,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,O14980,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,Q9BSK4,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,Q96C57,3.11E-01,MI:0004 (affinity chromatography technology)
Q00537,Q8NHU6,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q00536,Q14966,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q96QF0,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9ULR3,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9ULJ3,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q14094,2.80E-01,MI:0018 (two hybrid)
Q00536,Q8TC76,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,O15075,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P21359,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9NQT8,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q66LE6,3.11E-01,MI:0004 (affinity chromatography technology)
Q00536,Q9HAU0,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9UPZ9,3.11E-01,MI:0004 (affinity chromatography technology)
Q00536,P31946,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q00536,P14618,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q00536,Q96B97,3.11E-01,MI:0004 (affinity chromatography technology)
Q00536,Q6ZVT6,2.80E-01,MI:0018 (two hybrid)
Q00536,P63151,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00536,Q9H9L3,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q00536,Q00535,5.69E-01,MI:0415 (enzymatic study)
Q00536,Q9Y3M2,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q00537,3.11E-01,MI:0004 (affinity chromatography technology)
Q00536,Q8WUY9,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9UQC2,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P49336,3.11E-01,MI:0004 (affinity chromatography technology)
Q00536,P10644,6.74E-01,Phosphosite
Q00536,Q9UHB6,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P02545,5.80E-02,MI:1313 (bioid)
Q00536,Q96S53,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,O43896,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P61981,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)|SPIKE
Q00536,Q9UPQ3,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P05067,7.50E-01,MI:0089 (protein array)|MI:0096 (pull down)
Q00536,Q5TCZ1,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,O75044,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q08AD1,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q96L92,3.11E-01,MI:0004 (affinity chromatography technology)
Q00536,Q9UK80,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,O60573,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,O43829,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q00536,Q8N816,2.80E-01,MI:0018 (two hybrid)
Q00536,Q9P0V3,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P27348,2.80E-01,MI:0018 (two hybrid)
Q00536,Q16222,2.80E-01,MI:0018 (two hybrid)
Q00536,P56524,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q86SQ0,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P46527,6.74E-01,Phosphosite
Q00536,Q15078,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q00536,P55196,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q92624,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q00536,P63104,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q00536,O14980,3.11E-01,MI:0004 (affinity chromatography technology)
Q00536,O95544,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q8WXE1,2.80E-01,MI:0018 (two hybrid)
Q00536,Q9Y597,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q03393,2.80E-01,MI:0018 (two hybrid)
Q00536,O75420,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q8N7R7,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q00536,O94855,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q00536,Q6ZW31,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P30305,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q04917,2.80E-01,MI:0018 (two hybrid)
Q00536,Q9UJF2,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q15436,7.50E-01,MI:0018 (two hybrid)|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
Q00536,P62714,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00536,P38398,6.41E-01,MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)
Q00536,Q14680,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,A9UHW6,2.80E-01,MI:0018 (two hybrid)
Q00536,O43166,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q13009,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q69YU3,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9BQ89,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P19784,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00536,Q9BPZ7,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q8ND76,7.50E-01,MI:0018 (two hybrid)|Phosphosite
Q00536,Q9P2M7,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q07002,3.11E-01,MI:0004 (affinity chromatography technology)
Q00536,Q5TCX8,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9NYF3,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9P244,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P46379,7.04E-01,MI:0398 (two hybrid pooling approach)|SPIKE
Q00536,Q5MJ70,2.80E-01,MI:0018 (two hybrid)
Q00536,Q8TEH3,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q8IVT5,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,O60307,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q96F86,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9BST9,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q6IQ23,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,O75909,2.80E-01,MI:0018 (two hybrid)
Q00536,Q8WXF0,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q9NRD0,2.80E-01,MI:0018 (two hybrid)
Q00536,Q5VZ89,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q96QZ7,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,P67870,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00536,P60903,2.80E-01,MI:0018 (two hybrid)
Q00536,P62258,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q00536,Q3MII6,1.66E-01,MI:2222 (inference by socio-affinity scoring)
Q00536,Q96NL6,3.33E-02,MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
Q9NXR5,Q15717,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR5,Q9UBU9,3.11E-01,MI:0004 (affinity chromatography technology)
Q9NXR5,Q92624,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q00532,Q16543,3.11E-01,MI:0004 (affinity chromatography technology)
Q00532,P28074,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00532,Q6PIV2,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00532,Q13451,3.11E-01,MI:0004 (affinity chromatography technology)
Q00532,Q96EB6,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q00532,O00267,3.11E-01,MI:0004 (affinity chromatography technology)
Q00532,Q15654,3.11E-01,MI:0004 (affinity chromatography technology)
Q00532,Q58FG0,3.11E-01,MI:0004 (affinity chromatography technology)
Q00532,Q9H079,3.90E-01,MI:0676 (tandem affinity purification)
Q00532,O43854,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
O00244,Q9NWS6,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
O00244,P50238,2.01E-01,MI:0401 (biochemical)
O00244,P35670,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
O00244,Q96EP5,2.01E-01,MI:0401 (biochemical)
O00244,O14618,2.01E-01,MI:0401 (biochemical)
O00244,Q04656,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)
O00244,O95749,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
O00244,P53367,2.01E-01,MI:0401 (biochemical)
O00244,O43822,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
O00244,P49747,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
O00244,P37802,2.01E-01,MI:0401 (biochemical)
O00244,P30711,2.01E-01,MI:0401 (biochemical)
O00244,Q96C23,2.01E-01,MI:0401 (biochemical)
O00244,Q8N987,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
O00244,P00441,2.01E-01,MI:0401 (biochemical)
Q92917,O43172,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q92917,P05067,7.50E-01,MI:0089 (protein array)|MI:0096 (pull down)
Q92917,Q99961,4.68E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q8TBB1,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q8N128,3.11E-01,MI:0004 (affinity chromatography technology)
Q92917,Q63ZY3,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,P98175,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q92917,Q8N1B4,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q99700,2.01E-01,MI:0401 (biochemical)
Q92917,Q2TAC2,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q9Y6K9,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,A6NLX3,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,P04629,3.11E-01,MI:0004 (affinity chromatography technology)
Q92917,Q9NYB0,2.80E-01,MI:0018 (two hybrid)
Q92917,P31321,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q96M32,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q92917,P50222,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q9UGI0,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q9P1W9,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q92917,Q9H0C1,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q9Y250,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q9HAT0,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q9Y6D9,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,O95817,3.11E-01,MI:0004 (affinity chromatography technology)
Q92917,Q9Y2I6,7.50E-01,MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
Q92917,Q9BRX9,2.80E-01,MI:0018 (two hybrid)
Q92917,P46439,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q9H0B6,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q92917,Q9NRD5,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q96D03,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,O60504,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q92620,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q92917,Q6ZW49,3.11E-01,MI:0004 (affinity chromatography technology)
Q92917,Q9BQA1,2.80E-01,MI:0018 (two hybrid)
Q92917,Q15560,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q12933,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,P51788,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q92917,P02545,5.80E-02,MI:1313 (bioid)
Q92917,O43189,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,O75031,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,P14373,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q6P2Q9,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q92917,P23193,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,O14980,3.11E-01,MI:0004 (affinity chromatography technology)
Q92917,P62136,2.80E-01,MI:0018 (two hybrid)
Q92917,P36406,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q9BRD0,7.50E-01,MI:1356 (validated two hybrid)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0018 (two hybrid)|MI:1112 (two hybrid prey pooling approach)|MI:0397 (two hybrid array)
Q92917,O60231,7.50E-01,MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|SPIKE
Q92917,Q9Y490,2.01E-01,MI:0401 (biochemical)
Q92917,Q08379,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q92917,Q5JST6,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
O00241,P50222,2.80E-01,MI:0018 (two hybrid)
O00241,Q93062,2.80E-01,MI:0018 (two hybrid)
O00241,P43405,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
O00241,O43914,7.50E-01,SPIKE|MI:0006 (anti bait coimmunoprecipitation)|NetPath|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
O00241,Q5TFQ8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
O00241,O75553,2.80E-01,MI:0018 (two hybrid)
O00716,Q969R5,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
O00716,P40939,4.92E-01,MI:0096 (pull down)
O00716,Q9H0E9,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
O00716,Q7Z460,4.92E-01,MI:0096 (pull down)
O00716,P38936,4.74E-01,SPIKE
O00716,Q15054,4.74E-01,SPIKE
O00716,O43683,4.74E-01,SPIKE
O00716,P52292,4.74E-01,SPIKE
O00716,Q01892,7.50E-01,MI:0018 (two hybrid)|SPIKE
O00716,P78527,4.92E-01,MI:0096 (pull down)
O00716,O96020,4.74E-01,SPIKE
O00716,Q14527,4.92E-01,MI:0096 (pull down)
O00716,Q9UM54,4.92E-01,MI:0096 (pull down)
O00716,P35527,4.92E-01,MI:0096 (pull down)
O00716,Q15029,4.92E-01,MI:0096 (pull down)
O00716,Q8N1F7,4.92E-01,MI:0096 (pull down)
O00716,P00374,4.74E-01,SPIKE
O00716,Q96KQ4,4.74E-01,SPIKE
O00716,Q15021,4.74E-01,SPIKE
O00716,Q16206,4.92E-01,MI:0096 (pull down)
O00716,Q9UBM7,4.92E-01,MI:0096 (pull down)
O00716,P09884,4.74E-01,SPIKE
O00716,Q8IWI9,2.80E-01,MI:0018 (two hybrid)
O00716,Q9NR30,4.92E-01,MI:0096 (pull down)
O00716,Q6PL18,7.50E-01,MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
O00716,P09923,4.92E-01,MI:0096 (pull down)
O00716,Q7L590,4.74E-01,SPIKE
O00716,P23396,4.92E-01,MI:0096 (pull down)
O00716,Q8NF50,4.92E-01,MI:0096 (pull down)
O00716,Q9UQC2,4.74E-01,SPIKE
O00716,P50416,4.92E-01,MI:0096 (pull down)
O00716,Q8WYP5,4.92E-01,MI:0096 (pull down)
O00716,P19338,4.92E-01,MI:0096 (pull down)
O00716,O00159,4.92E-01,MI:0096 (pull down)
O00716,Q9NQB0,4.92E-01,MI:0096 (pull down)
O00716,Q9H6R0,4.92E-01,MI:0096 (pull down)
O00716,Q00325,4.92E-01,MI:0096 (pull down)
O00716,O14686,3.11E-01,MI:0004 (affinity chromatography technology)
O00716,P02786,4.92E-01,MI:0096 (pull down)
O00716,P02545,4.92E-01,MI:0096 (pull down)
O00716,Q9UHJ3,4.92E-01,MI:0096 (pull down)
O00716,P62987,4.92E-01,MI:0096 (pull down)
O00716,P10244,7.50E-01,MI:0018 (two hybrid)|MI:0006 (anti bait coimmunoprecipitation)|SPIKE
O00716,P57088,4.92E-01,MI:0096 (pull down)
O00716,Q12834,4.74E-01,SPIKE
O00716,P37231,4.74E-01,SPIKE
O00716,Q9C010,2.80E-01,MI:0018 (two hybrid)
O00716,P02768,4.92E-01,MI:0096 (pull down)
O00716,Q9UL03,4.92E-01,MI:0096 (pull down)
O00716,Q68E01,4.92E-01,MI:0096 (pull down)
O00716,Q9BPX3,4.92E-01,MI:0096 (pull down)
O00716,Q9NRZ9,7.50E-01,MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
O00716,Q06609,4.74E-01,SPIKE
O00716,P05141,4.92E-01,MI:0096 (pull down)
O00716,Q9UQ80,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
O00716,O15427,4.92E-01,MI:0096 (pull down)
O00716,Q92793,2.80E-01,MI:0018 (two hybrid)
O00716,Q8TAT6,4.92E-01,MI:0096 (pull down)
O00716,P16219,4.92E-01,MI:0096 (pull down)
O00716,Q9H1K0,4.92E-01,MI:0096 (pull down)
O00716,O00767,4.92E-01,MI:0096 (pull down)
O00716,P52948,4.92E-01,MI:0096 (pull down)
O00716,P28749,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
O00716,P17066,4.92E-01,MI:0096 (pull down)
O00716,Q14980,4.92E-01,MI:0096 (pull down)
O00716,P14635,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
O00716,P30281,4.74E-01,SPIKE
O00716,O15392,4.74E-01,SPIKE
O00716,P28370,4.92E-01,MI:0096 (pull down)
O00716,O43823,4.92E-01,MI:0096 (pull down)
O00716,Q16891,4.92E-01,MI:0096 (pull down)
O00716,O60341,4.92E-01,MI:0096 (pull down)
O00716,P24864,4.74E-01,SPIKE
O00716,Q9Y3X0,4.92E-01,MI:0096 (pull down)
O00716,P51610,6.41E-01,MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)
O00716,P41182,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
O00716,O75530,4.74E-01,SPIKE
O00716,Q9NUQ2,4.92E-01,MI:0096 (pull down)
O00716,Q75T13,4.92E-01,MI:0096 (pull down)
O00716,Q8IZF2,4.92E-01,MI:0096 (pull down)
O00716,Q9UQ13,4.92E-01,MI:0096 (pull down)
O00716,Q92621,4.92E-01,MI:0096 (pull down)
O00716,Q00839,4.92E-01,MI:0096 (pull down)
O00716,Q92830,4.92E-01,MI:0096 (pull down)
O00716,P68104,4.92E-01,MI:0096 (pull down)
O00716,Q13263,7.50E-01,MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
O00716,P52701,4.92E-01,MI:0096 (pull down)
O00716,P22415,7.50E-01,MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)
O00716,O75132,4.92E-01,MI:0096 (pull down)
O00716,Q71UM5,4.92E-01,MI:0096 (pull down)
O00716,Q9BQC6,4.92E-01,MI:0096 (pull down)
O00716,Q15906,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
O00716,Q15717,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
O00716,P35251,4.92E-01,MI:0096 (pull down)
O00716,P13010,4.92E-01,MI:0096 (pull down)
O00716,Q08211,4.92E-01,MI:0096 (pull down)
O00716,P40692,4.74E-01,SPIKE
O00716,Q96T88,4.74E-01,SPIKE
O00716,Q75NE6,4.74E-01,SPIKE
O00716,Q6P1M0,4.92E-01,MI:0096 (pull down)
O00716,Q14192,2.80E-01,MI:0018 (two hybrid)
O00716,P49736,4.74E-01,SPIKE
O00716,Q14191,4.92E-01,MI:0096 (pull down)
O00716,P50876,2.80E-01,MI:0018 (two hybrid)
O00716,Q9HCL2,4.92E-01,MI:0096 (pull down)
O00716,P30304,4.74E-01,SPIKE
O00716,Q14207,4.74E-01,SPIKE
O00716,O14776,4.92E-01,MI:0096 (pull down)
O00716,Q9UQR1,4.92E-01,MI:0096 (pull down)
O00716,Q9UM11,7.50E-01,MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
O00716,P29218,4.92E-01,MI:0096 (pull down)
O00716,Q13315,4.74E-01,SPIKE
O00716,Q14566,4.74E-01,SPIKE
O00716,Q5H9I0,3.11E-01,MI:0004 (affinity chromatography technology)
O00716,Q9UJW3,4.92E-01,MI:0096 (pull down)
O00716,Q14680,4.74E-01,SPIKE
O00716,Q9NVI7,4.92E-01,MI:0096 (pull down)
O00716,P06493,4.74E-01,SPIKE
O00716,Q15910,4.74E-01,SPIKE
O00716,Q9UM47,4.92E-01,MI:0096 (pull down)
O00716,P28331,4.92E-01,MI:0096 (pull down)
O00716,P12956,4.92E-01,MI:0096 (pull down)
O00716,O75496,4.74E-01,SPIKE
O00716,O95067,4.74E-01,SPIKE
O00716,P22105,4.92E-01,MI:0096 (pull down)
O00716,P35221,4.92E-01,MI:0096 (pull down)
O00716,P09874,4.92E-01,MI:0096 (pull down)
O00716,Q14188,7.50E-01,KEGG group-entry|MI:0004 (affinity chromatography technology)
O00716,Q9HD15,5.37E-01,MI:0047 (far western blotting)
O00716,Q8IXI2,4.92E-01,MI:0096 (pull down)
